LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FRA,CPI,TOT,AGRWTH,A,1958,15.26053,
FRA,CPI,TOT,AGRWTH,A,1959,5.815256,
FRA,CPI,TOT,AGRWTH,A,1960,4.139938,
FRA,CPI,TOT,AGRWTH,A,1961,2.400457,
FRA,CPI,TOT,AGRWTH,A,1962,5.331275,
FRA,CPI,TOT,AGRWTH,A,1963,4.999166,
FRA,CPI,TOT,AGRWTH,A,1964,3.211191,
FRA,CPI,TOT,AGRWTH,A,1965,2.703119,
FRA,CPI,TOT,AGRWTH,A,1966,2.601979,
FRA,CPI,TOT,AGRWTH,A,1967,2.791785,
FRA,CPI,TOT,AGRWTH,A,1968,4.543192,
FRA,CPI,TOT,AGRWTH,A,1969,6.045974,
FRA,CPI,TOT,AGRWTH,A,1970,5.299646,
FRA,CPI,TOT,AGRWTH,A,1971,5.397514,
FRA,CPI,TOT,AGRWTH,A,1972,6.063004,
FRA,CPI,TOT,AGRWTH,A,1973,7.380597,
FRA,CPI,TOT,AGRWTH,A,1974,13.64932,
FRA,CPI,TOT,AGRWTH,A,1975,11.68593,
FRA,CPI,TOT,AGRWTH,A,1976,9.625493,
FRA,CPI,TOT,AGRWTH,A,1977,9.494556,
FRA,CPI,TOT,AGRWTH,A,1978,9.250559,
FRA,CPI,TOT,AGRWTH,A,1979,10.64674,
FRA,CPI,TOT,AGRWTH,A,1980,13.56258,
FRA,CPI,TOT,AGRWTH,A,1981,13.3144,
FRA,CPI,TOT,AGRWTH,A,1982,11.97848,
FRA,CPI,TOT,AGRWTH,A,1983,9.459548,
FRA,CPI,TOT,AGRWTH,A,1984,7.673803,
FRA,CPI,TOT,AGRWTH,A,1985,5.831099,
FRA,CPI,TOT,AGRWTH,A,1986,2.538527,
FRA,CPI,TOT,AGRWTH,A,1987,3.288898,
FRA,CPI,TOT,AGRWTH,A,1988,2.700817,
FRA,CPI,TOT,AGRWTH,A,1989,3.498302,
FRA,CPI,TOT,AGRWTH,A,1990,3.194282,
FRA,CPI,TOT,AGRWTH,A,1991,3.213407,
FRA,CPI,TOT,AGRWTH,A,1992,2.36376,
FRA,CPI,TOT,AGRWTH,A,1993,2.104463,
FRA,CPI,TOT,AGRWTH,A,1994,1.655515,
FRA,CPI,TOT,AGRWTH,A,1995,1.796481,
FRA,CPI,TOT,AGRWTH,A,1996,1.982884,
FRA,CPI,TOT,AGRWTH,A,1997,1.203943,
FRA,CPI,TOT,AGRWTH,A,1998,0.6511269,
FRA,CPI,TOT,AGRWTH,A,1999,0.5371416,
FRA,CPI,TOT,AGRWTH,A,2000,1.67596,
FRA,CPI,TOT,AGRWTH,A,2001,1.634781,
FRA,CPI,TOT,AGRWTH,A,2002,1.923412,
FRA,CPI,TOT,AGRWTH,A,2003,2.098472,
FRA,CPI,TOT,AGRWTH,A,2004,2.14209,
FRA,CPI,TOT,AGRWTH,A,2005,1.745869,
FRA,CPI,TOT,AGRWTH,A,2006,1.675125,
FRA,CPI,TOT,AGRWTH,A,2007,1.487998,
FRA,CPI,TOT,AGRWTH,A,2008,2.812862,
FRA,CPI,TOT,AGRWTH,A,2009,0.08762048,
FRA,CPI,TOT,AGRWTH,A,2010,1.531123,
FRA,CPI,TOT,AGRWTH,A,2011,2.111598,
FRA,CPI,TOT,AGRWTH,A,2012,1.954195,
FRA,CPI,TOT,AGRWTH,A,2013,0.8637155,
FRA,CPI,TOT,AGRWTH,A,2014,0.5077588,
FRA,CPI,TOT,AGRWTH,A,2015,0.03751438,
FRA,CPI,TOT,AGRWTH,A,2016,0.1833349,
FRA,CPI,TOT,AGRWTH,A,2017,1.032283,
FRA,CPI,TOT,AGRWTH,A,2018,1.850815,
FRA,CPI,TOT,AGRWTH,A,2019,1.108255,
FRA,CPI,TOT,AGRWTH,A,2020,0.4764988,
FRA,CPI,TOT,AGRWTH,A,2021,1.642331,
DEU,CPI,TOT,AGRWTH,A,1956,2.617937,
DEU,CPI,TOT,AGRWTH,A,1957,2.096489,
DEU,CPI,TOT,AGRWTH,A,1958,2.12766,
DEU,CPI,TOT,AGRWTH,A,1959,0.8963178,
DEU,CPI,TOT,AGRWTH,A,1960,1.536615,
DEU,CPI,TOT,AGRWTH,A,1961,2.293686,
DEU,CPI,TOT,AGRWTH,A,1962,2.843273,
DEU,CPI,TOT,AGRWTH,A,1963,2.966959,
DEU,CPI,TOT,AGRWTH,A,1964,2.335735,
DEU,CPI,TOT,AGRWTH,A,1965,3.242321,
DEU,CPI,TOT,AGRWTH,A,1966,3.533058,
DEU,CPI,TOT,AGRWTH,A,1967,1.796049,
DEU,CPI,TOT,AGRWTH,A,1968,1.4703,
DEU,CPI,TOT,AGRWTH,A,1969,1.912674,
DEU,CPI,TOT,AGRWTH,A,1970,3.450237,
DEU,CPI,TOT,AGRWTH,A,1971,5.240975,
DEU,CPI,TOT,AGRWTH,A,1972,5.484938,
DEU,CPI,TOT,AGRWTH,A,1973,7.032024,
DEU,CPI,TOT,AGRWTH,A,1974,6.986428,
DEU,CPI,TOT,AGRWTH,A,1975,5.910336,
DEU,CPI,TOT,AGRWTH,A,1976,4.246631,
DEU,CPI,TOT,AGRWTH,A,1977,3.734169,
DEU,CPI,TOT,AGRWTH,A,1978,2.718691,
DEU,CPI,TOT,AGRWTH,A,1979,4.043622,
DEU,CPI,TOT,AGRWTH,A,1980,5.441055,
DEU,CPI,TOT,AGRWTH,A,1981,6.344242,
DEU,CPI,TOT,AGRWTH,A,1982,5.241046,
DEU,CPI,TOT,AGRWTH,A,1983,3.293413,
DEU,CPI,TOT,AGRWTH,A,1984,2.405797,
DEU,CPI,TOT,AGRWTH,A,1985,2.066233,
DEU,CPI,TOT,AGRWTH,A,1986,-0.1294139,
DEU,CPI,TOT,AGRWTH,A,1987,0.2499074,
DEU,CPI,TOT,AGRWTH,A,1988,1.274121,
DEU,CPI,TOT,AGRWTH,A,1989,2.780563,
DEU,CPI,TOT,AGRWTH,A,1990,2.69647,
DEU,CPI,TOT,AGRWTH,A,1991,4.047034,
DEU,CPI,TOT,AGRWTH,A,1992,5.05698,
DEU,CPI,TOT,AGRWTH,A,1993,4.474576,
DEU,CPI,TOT,AGRWTH,A,1994,2.693056,
DEU,CPI,TOT,AGRWTH,A,1995,1.706161,
DEU,CPI,TOT,AGRWTH,A,1996,1.449726,
DEU,CPI,TOT,AGRWTH,A,1997,1.939369,
DEU,CPI,TOT,AGRWTH,A,1998,0.9111845,
DEU,CPI,TOT,AGRWTH,A,1999,0.5854336,
DEU,CPI,TOT,AGRWTH,A,2000,1.440268,
DEU,CPI,TOT,AGRWTH,A,2001,1.983857,
DEU,CPI,TOT,AGRWTH,A,2002,1.420807,
DEU,CPI,TOT,AGRWTH,A,2003,1.034223,
DEU,CPI,TOT,AGRWTH,A,2004,1.665736,
DEU,CPI,TOT,AGRWTH,A,2005,1.546911,
DEU,CPI,TOT,AGRWTH,A,2006,1.577429,
DEU,CPI,TOT,AGRWTH,A,2007,2.298341,
DEU,CPI,TOT,AGRWTH,A,2008,2.628383,
DEU,CPI,TOT,AGRWTH,A,2009,0.3127377,
DEU,CPI,TOT,AGRWTH,A,2010,1.103809,
DEU,CPI,TOT,AGRWTH,A,2011,2.075173,
DEU,CPI,TOT,AGRWTH,A,2012,2.008491,
DEU,CPI,TOT,AGRWTH,A,2013,1.504722,
DEU,CPI,TOT,AGRWTH,A,2014,0.9067971,
DEU,CPI,TOT,AGRWTH,A,2015,0.514421,
DEU,CPI,TOT,AGRWTH,A,2016,0.4917486,
DEU,CPI,TOT,AGRWTH,A,2017,1.509497,
DEU,CPI,TOT,AGRWTH,A,2018,1.732168,
DEU,CPI,TOT,AGRWTH,A,2019,1.445667,
DEU,CPI,TOT,AGRWTH,A,2020,0.5066899,
DEU,CPI,TOT,AGRWTH,A,2021,3.14297,
GRC,CPI,TOT,AGRWTH,A,1956,3.631109,
GRC,CPI,TOT,AGRWTH,A,1957,2.267216,
GRC,CPI,TOT,AGRWTH,A,1958,1.393005,
GRC,CPI,TOT,AGRWTH,A,1959,2.609646,
GRC,CPI,TOT,AGRWTH,A,1960,1.477833,
GRC,CPI,TOT,AGRWTH,A,1961,2.10356,
GRC,CPI,TOT,AGRWTH,A,1962,-0.4754358,
GRC,CPI,TOT,AGRWTH,A,1963,3.184713,
GRC,CPI,TOT,AGRWTH,A,1964,0.6172839,
GRC,CPI,TOT,AGRWTH,A,1965,3.220859,
GRC,CPI,TOT,AGRWTH,A,1966,4.903418,
GRC,CPI,TOT,AGRWTH,A,1967,1.84136,
GRC,CPI,TOT,AGRWTH,A,1968,0.1390821,
GRC,CPI,TOT,AGRWTH,A,1969,2.638889,
GRC,CPI,TOT,AGRWTH,A,1970,2.841678,
GRC,CPI,TOT,AGRWTH,A,1971,3.289474,
GRC,CPI,TOT,AGRWTH,A,1972,4.33121,
GRC,CPI,TOT,AGRWTH,A,1973,15.38461,
GRC,CPI,TOT,AGRWTH,A,1974,26.56085,
GRC,CPI,TOT,AGRWTH,A,1975,13.62876,
GRC,CPI,TOT,AGRWTH,A,1976,13.02428,
GRC,CPI,TOT,AGRWTH,A,1977,12.36979,
GRC,CPI,TOT,AGRWTH,A,1978,12.57242,
GRC,CPI,TOT,AGRWTH,A,1979,19.09418,
GRC,CPI,TOT,AGRWTH,A,1980,24.67589,
GRC,CPI,TOT,AGRWTH,A,1981,24.50607,
GRC,CPI,TOT,AGRWTH,A,1982,20.99109,
GRC,CPI,TOT,AGRWTH,A,1983,20.17948,
GRC,CPI,TOT,AGRWTH,A,1984,18.45683,
GRC,CPI,TOT,AGRWTH,A,1985,19.31469,
GRC,CPI,TOT,AGRWTH,A,1986,23.01544,
GRC,CPI,TOT,AGRWTH,A,1987,16.39687,
GRC,CPI,TOT,AGRWTH,A,1988,13.52886,
GRC,CPI,TOT,AGRWTH,A,1989,13.65556,
GRC,CPI,TOT,AGRWTH,A,1990,20.43349,
GRC,CPI,TOT,AGRWTH,A,1991,19.45585,
GRC,CPI,TOT,AGRWTH,A,1992,15.87707,
GRC,CPI,TOT,AGRWTH,A,1993,14.41127,
GRC,CPI,TOT,AGRWTH,A,1994,10.87408,
GRC,CPI,TOT,AGRWTH,A,1995,8.934514,
GRC,CPI,TOT,AGRWTH,A,1996,8.194549,
GRC,CPI,TOT,AGRWTH,A,1997,5.536003,
GRC,CPI,TOT,AGRWTH,A,1998,4.766226,
GRC,CPI,TOT,AGRWTH,A,1999,2.636638,
GRC,CPI,TOT,AGRWTH,A,2000,3.151177,
GRC,CPI,TOT,AGRWTH,A,2001,3.373966,
GRC,CPI,TOT,AGRWTH,A,2002,3.629363,
GRC,CPI,TOT,AGRWTH,A,2003,3.530651,
GRC,CPI,TOT,AGRWTH,A,2004,2.898848,
GRC,CPI,TOT,AGRWTH,A,2005,3.545073,
GRC,CPI,TOT,AGRWTH,A,2006,3.195946,
GRC,CPI,TOT,AGRWTH,A,2007,2.895001,
GRC,CPI,TOT,AGRWTH,A,2008,4.152796,
GRC,CPI,TOT,AGRWTH,A,2009,1.210074,
GRC,CPI,TOT,AGRWTH,A,2010,4.712982,
GRC,CPI,TOT,AGRWTH,A,2011,3.32987,
GRC,CPI,TOT,AGRWTH,A,2012,1.50152,
GRC,CPI,TOT,AGRWTH,A,2013,-0.9212719,
GRC,CPI,TOT,AGRWTH,A,2014,-1.312242,
GRC,CPI,TOT,AGRWTH,A,2015,-1.735902,
GRC,CPI,TOT,AGRWTH,A,2016,-0.8256576,
GRC,CPI,TOT,AGRWTH,A,2017,1.121259,
GRC,CPI,TOT,AGRWTH,A,2018,0.6256205,
GRC,CPI,TOT,AGRWTH,A,2019,0.2529927,
GRC,CPI,TOT,AGRWTH,A,2020,-1.247972,
GRC,CPI,TOT,AGRWTH,A,2021,1.223826,
HUN,CPI,TOT,AGRWTH,A,1981,4.66141,
HUN,CPI,TOT,AGRWTH,A,1982,6.835808,
HUN,CPI,TOT,AGRWTH,A,1983,7.279892,
HUN,CPI,TOT,AGRWTH,A,1984,8.467859,
HUN,CPI,TOT,AGRWTH,A,1985,6.94234,
HUN,CPI,TOT,AGRWTH,A,1986,5.291667,
HUN,CPI,TOT,AGRWTH,A,1987,8.674317,
HUN,CPI,TOT,AGRWTH,A,1988,15.72355,
HUN,CPI,TOT,AGRWTH,A,1989,17.14915,
HUN,CPI,TOT,AGRWTH,A,1990,28.36959,
HUN,CPI,TOT,AGRWTH,A,1991,34.81754,
HUN,CPI,TOT,AGRWTH,A,1992,23.65572,
HUN,CPI,TOT,AGRWTH,A,1993,22.46424,
HUN,CPI,TOT,AGRWTH,A,1994,18.86808,
HUN,CPI,TOT,AGRWTH,A,1995,28.30546,
HUN,CPI,TOT,AGRWTH,A,1996,23.46903,
HUN,CPI,TOT,AGRWTH,A,1997,18.30508,
HUN,CPI,TOT,AGRWTH,A,1998,14.15379,
HUN,CPI,TOT,AGRWTH,A,1999,9.997744,
HUN,CPI,TOT,AGRWTH,A,2000,9.803608,
HUN,CPI,TOT,AGRWTH,A,2001,9.116809,
HUN,CPI,TOT,AGRWTH,A,2002,5.265448,
HUN,CPI,TOT,AGRWTH,A,2003,4.661017,
HUN,CPI,TOT,AGRWTH,A,2004,6.744347,
HUN,CPI,TOT,AGRWTH,A,2005,3.561517,
HUN,CPI,TOT,AGRWTH,A,2006,3.930326,
HUN,CPI,TOT,AGRWTH,A,2007,7.958745,
HUN,CPI,TOT,AGRWTH,A,2008,6.042512,
HUN,CPI,TOT,AGRWTH,A,2009,4.211712,
HUN,CPI,TOT,AGRWTH,A,2010,4.855558,
HUN,CPI,TOT,AGRWTH,A,2011,3.929921,
HUN,CPI,TOT,AGRWTH,A,2012,5.652145,
HUN,CPI,TOT,AGRWTH,A,2013,1.7332,
HUN,CPI,TOT,AGRWTH,A,2014,-0.2275663,
HUN,CPI,TOT,AGRWTH,A,2015,-0.06164468,
HUN,CPI,TOT,AGRWTH,A,2016,0.3947693,
HUN,CPI,TOT,AGRWTH,A,2017,2.348243,
HUN,CPI,TOT,AGRWTH,A,2018,2.850248,
HUN,CPI,TOT,AGRWTH,A,2019,3.338586,
HUN,CPI,TOT,AGRWTH,A,2020,3.326744,
HUN,CPI,TOT,AGRWTH,A,2021,5.110965,
ISL,CPI,TOT,AGRWTH,A,1956,10.06098,
ISL,CPI,TOT,AGRWTH,A,1957,4.247461,
ISL,CPI,TOT,AGRWTH,A,1958,5.845881,
ISL,CPI,TOT,AGRWTH,A,1959,1.004184,
ISL,CPI,TOT,AGRWTH,A,1960,1.988401,
ISL,CPI,TOT,AGRWTH,A,1961,4.711617,
ISL,CPI,TOT,AGRWTH,A,1962,11.01629,
ISL,CPI,TOT,AGRWTH,A,1963,12.92802,
ISL,CPI,TOT,AGRWTH,A,1964,19.24505,
ISL,CPI,TOT,AGRWTH,A,1965,7.317073,
ISL,CPI,TOT,AGRWTH,A,1966,10.68665,
ISL,CPI,TOT,AGRWTH,A,1967,3.320227,
ISL,CPI,TOT,AGRWTH,A,1968,15.23177,
ISL,CPI,TOT,AGRWTH,A,1969,21.7633,
ISL,CPI,TOT,AGRWTH,A,1970,13.37247,
ISL,CPI,TOT,AGRWTH,A,1971,6.731876,
ISL,CPI,TOT,AGRWTH,A,1972,9.81132,
ISL,CPI,TOT,AGRWTH,A,1973,21.35493,
ISL,CPI,TOT,AGRWTH,A,1974,42.51618,
ISL,CPI,TOT,AGRWTH,A,1975,49.36134,
ISL,CPI,TOT,AGRWTH,A,1976,32.03511,
ISL,CPI,TOT,AGRWTH,A,1977,30.31674,
ISL,CPI,TOT,AGRWTH,A,1978,43.75,
ISL,CPI,TOT,AGRWTH,A,1979,44.44444,
ISL,CPI,TOT,AGRWTH,A,1980,58.52843,
ISL,CPI,TOT,AGRWTH,A,1981,51.79325,
ISL,CPI,TOT,AGRWTH,A,1982,50.24323,
ISL,CPI,TOT,AGRWTH,A,1983,83.95004,
ISL,CPI,TOT,AGRWTH,A,1984,30.8524,
ISL,CPI,TOT,AGRWTH,A,1985,31.99462,
ISL,CPI,TOT,AGRWTH,A,1986,22.1284,
ISL,CPI,TOT,AGRWTH,A,1987,18.29777,
ISL,CPI,TOT,AGRWTH,A,1988,25.72551,
ISL,CPI,TOT,AGRWTH,A,1989,20.7582,
ISL,CPI,TOT,AGRWTH,A,1990,15.51072,
ISL,CPI,TOT,AGRWTH,A,1991,6.80878,
ISL,CPI,TOT,AGRWTH,A,1992,3.947712,
ISL,CPI,TOT,AGRWTH,A,1993,4.04285,
ISL,CPI,TOT,AGRWTH,A,1994,1.552657,
ISL,CPI,TOT,AGRWTH,A,1995,1.651232,
ISL,CPI,TOT,AGRWTH,A,1996,2.260421,
ISL,CPI,TOT,AGRWTH,A,1997,1.815431,
ISL,CPI,TOT,AGRWTH,A,1998,1.659237,
ISL,CPI,TOT,AGRWTH,A,1999,3.231831,
ISL,CPI,TOT,AGRWTH,A,2000,5.136475,
ISL,CPI,TOT,AGRWTH,A,2001,6.405086,
ISL,CPI,TOT,AGRWTH,A,2002,5.197023,
ISL,CPI,TOT,AGRWTH,A,2003,2.055662,
ISL,CPI,TOT,AGRWTH,A,2004,3.158195,
ISL,CPI,TOT,AGRWTH,A,2005,3.987048,
ISL,CPI,TOT,AGRWTH,A,2006,6.687074,
ISL,CPI,TOT,AGRWTH,A,2007,5.051564,
ISL,CPI,TOT,AGRWTH,A,2008,12.6944,
ISL,CPI,TOT,AGRWTH,A,2009,12.00312,
ISL,CPI,TOT,AGRWTH,A,2010,5.396732,
ISL,CPI,TOT,AGRWTH,A,2011,4.001026,
ISL,CPI,TOT,AGRWTH,A,2012,5.1859,
ISL,CPI,TOT,AGRWTH,A,2013,3.872275,
ISL,CPI,TOT,AGRWTH,A,2014,2.044619,
ISL,CPI,TOT,AGRWTH,A,2015,1.633058,
ISL,CPI,TOT,AGRWTH,A,2016,1.69693,
ISL,CPI,TOT,AGRWTH,A,2017,1.760413,
ISL,CPI,TOT,AGRWTH,A,2018,2.682915,
ISL,CPI,TOT,AGRWTH,A,2019,3.013977,
ISL,CPI,TOT,AGRWTH,A,2020,2.847919,
ISL,CPI,TOT,AGRWTH,A,2021,4.444243,
IRL,CPI,TOT,AGRWTH,A,1976,17.90648,
IRL,CPI,TOT,AGRWTH,A,1977,13.47222,
IRL,CPI,TOT,AGRWTH,A,1978,7.711138,
IRL,CPI,TOT,AGRWTH,A,1979,13.29545,
IRL,CPI,TOT,AGRWTH,A,1980,18.15446,
IRL,CPI,TOT,AGRWTH,A,1981,20.37351,
IRL,CPI,TOT,AGRWTH,A,1982,17.14711,
IRL,CPI,TOT,AGRWTH,A,1983,10.44763,
IRL,CPI,TOT,AGRWTH,A,1984,8.65111,
IRL,CPI,TOT,AGRWTH,A,1985,5.395495,
IRL,CPI,TOT,AGRWTH,A,1986,3.827038,
IRL,CPI,TOT,AGRWTH,A,1987,3.159406,
IRL,CPI,TOT,AGRWTH,A,1988,2.134571,
IRL,CPI,TOT,AGRWTH,A,1989,4.08905,
IRL,CPI,TOT,AGRWTH,A,1990,3.317329,
IRL,CPI,TOT,AGRWTH,A,1991,3.210815,
IRL,CPI,TOT,AGRWTH,A,1992,3.069996,
IRL,CPI,TOT,AGRWTH,A,1993,1.46942,
IRL,CPI,TOT,AGRWTH,A,1994,2.309198,
IRL,CPI,TOT,AGRWTH,A,1995,2.524866,
IRL,CPI,TOT,AGRWTH,A,1996,1.753731,
IRL,CPI,TOT,AGRWTH,A,1997,1.525605,
IRL,CPI,TOT,AGRWTH,A,1998,2.415518,
IRL,CPI,TOT,AGRWTH,A,1999,1.631924,
IRL,CPI,TOT,AGRWTH,A,2000,5.590717,
IRL,CPI,TOT,AGRWTH,A,2001,4.872905,
IRL,CPI,TOT,AGRWTH,A,2002,4.614733,
IRL,CPI,TOT,AGRWTH,A,2003,3.49049,
IRL,CPI,TOT,AGRWTH,A,2004,2.199629,
IRL,CPI,TOT,AGRWTH,A,2005,2.429692,
IRL,CPI,TOT,AGRWTH,A,2006,3.93164,
IRL,CPI,TOT,AGRWTH,A,2007,4.897116,
IRL,CPI,TOT,AGRWTH,A,2008,4.060305,
IRL,CPI,TOT,AGRWTH,A,2009,-4.478103,
IRL,CPI,TOT,AGRWTH,A,2010,-0.9220958,
IRL,CPI,TOT,AGRWTH,A,2011,2.557189,
IRL,CPI,TOT,AGRWTH,A,2012,1.696209,
IRL,CPI,TOT,AGRWTH,A,2013,0.5087149,
IRL,CPI,TOT,AGRWTH,A,2014,0.1825423,
IRL,CPI,TOT,AGRWTH,A,2015,-0.2898791,
IRL,CPI,TOT,AGRWTH,A,2016,0.008306338,
IRL,CPI,TOT,AGRWTH,A,2017,0.3405316,
IRL,CPI,TOT,AGRWTH,A,2018,0.4883702,
IRL,CPI,TOT,AGRWTH,A,2019,0.9390445,
IRL,CPI,TOT,AGRWTH,A,2020,-0.3345846,
IRL,CPI,TOT,AGRWTH,A,2021,2.358143,
ITA,CPI,TOT,AGRWTH,A,1956,3.382714,
ITA,CPI,TOT,AGRWTH,A,1957,1.318008,
ITA,CPI,TOT,AGRWTH,A,1958,2.858871,
ITA,CPI,TOT,AGRWTH,A,1959,-0.5073529,
ITA,CPI,TOT,AGRWTH,A,1960,2.350159,
ITA,CPI,TOT,AGRWTH,A,1961,2.05069,
ITA,CPI,TOT,AGRWTH,A,1962,4.691148,
ITA,CPI,TOT,AGRWTH,A,1963,7.454718,
ITA,CPI,TOT,AGRWTH,A,1964,5.912322,
ITA,CPI,TOT,AGRWTH,A,1965,4.519271,
ITA,CPI,TOT,AGRWTH,A,1966,2.346591,
ITA,CPI,TOT,AGRWTH,A,1967,3.733333,
ITA,CPI,TOT,AGRWTH,A,1968,1.277314,
ITA,CPI,TOT,AGRWTH,A,1969,2.657254,
ITA,CPI,TOT,AGRWTH,A,1970,4.96832,
ITA,CPI,TOT,AGRWTH,A,1971,4.791667,
ITA,CPI,TOT,AGRWTH,A,1972,5.749503,
ITA,CPI,TOT,AGRWTH,A,1973,10.79862,
ITA,CPI,TOT,AGRWTH,A,1974,19.15977,
ITA,CPI,TOT,AGRWTH,A,1975,16.9505,
ITA,CPI,TOT,AGRWTH,A,1976,16.61417,
ITA,CPI,TOT,AGRWTH,A,1977,17.13004,
ITA,CPI,TOT,AGRWTH,A,1978,12.09402,
ITA,CPI,TOT,AGRWTH,A,1979,14.79858,
ITA,CPI,TOT,AGRWTH,A,1980,21.06417,
ITA,CPI,TOT,AGRWTH,A,1981,17.9693,
ITA,CPI,TOT,AGRWTH,A,1982,16.48041,
ITA,CPI,TOT,AGRWTH,A,1983,14.64659,
ITA,CPI,TOT,AGRWTH,A,1984,10.79449,
ITA,CPI,TOT,AGRWTH,A,1985,9.205993,
ITA,CPI,TOT,AGRWTH,A,1986,5.823544,
ITA,CPI,TOT,AGRWTH,A,1987,4.747284,
ITA,CPI,TOT,AGRWTH,A,1988,5.058249,
ITA,CPI,TOT,AGRWTH,A,1989,6.259837,
ITA,CPI,TOT,AGRWTH,A,1990,6.456608,
ITA,CPI,TOT,AGRWTH,A,1991,6.25,
ITA,CPI,TOT,AGRWTH,A,1992,5.270588,
ITA,CPI,TOT,AGRWTH,A,1993,4.626732,
ITA,CPI,TOT,AGRWTH,A,1994,4.051841,
ITA,CPI,TOT,AGRWTH,A,1995,5.235423,
ITA,CPI,TOT,AGRWTH,A,1996,4.00698,
ITA,CPI,TOT,AGRWTH,A,1997,2.043106,
ITA,CPI,TOT,AGRWTH,A,1998,1.955088,
ITA,CPI,TOT,AGRWTH,A,1999,1.663458,
ITA,CPI,TOT,AGRWTH,A,2000,2.537687,
ITA,CPI,TOT,AGRWTH,A,2001,2.785166,
ITA,CPI,TOT,AGRWTH,A,2002,2.46532,
ITA,CPI,TOT,AGRWTH,A,2003,2.672559,
ITA,CPI,TOT,AGRWTH,A,2004,2.206736,
ITA,CPI,TOT,AGRWTH,A,2005,1.985294,
ITA,CPI,TOT,AGRWTH,A,2006,2.090843,
ITA,CPI,TOT,AGRWTH,A,2007,1.829738,
ITA,CPI,TOT,AGRWTH,A,2008,3.347834,
ITA,CPI,TOT,AGRWTH,A,2009,0.7747682,
ITA,CPI,TOT,AGRWTH,A,2010,1.525516,
ITA,CPI,TOT,AGRWTH,A,2011,2.780633,
ITA,CPI,TOT,AGRWTH,A,2012,3.041363,
ITA,CPI,TOT,AGRWTH,A,2013,1.219992,
ITA,CPI,TOT,AGRWTH,A,2014,0.2410575,
ITA,CPI,TOT,AGRWTH,A,2015,0.03878675,
ITA,CPI,TOT,AGRWTH,A,2016,-0.0940214,
ITA,CPI,TOT,AGRWTH,A,2017,1.226533,
ITA,CPI,TOT,AGRWTH,A,2018,1.137488,
ITA,CPI,TOT,AGRWTH,A,2019,0.6112469,
ITA,CPI,TOT,AGRWTH,A,2020,-0.1377076,
ITA,CPI,TOT,AGRWTH,A,2021,1.873783,
JPN,CPI,TOT,AGRWTH,A,1971,6.3,
JPN,CPI,TOT,AGRWTH,A,1972,4.908333,
JPN,CPI,TOT,AGRWTH,A,1973,11.56667,
JPN,CPI,TOT,AGRWTH,A,1974,23.175,
JPN,CPI,TOT,AGRWTH,A,1975,11.90833,
JPN,CPI,TOT,AGRWTH,A,1976,9.366667,
JPN,CPI,TOT,AGRWTH,A,1977,8.175,
JPN,CPI,TOT,AGRWTH,A,1978,4.208333,
JPN,CPI,TOT,AGRWTH,A,1979,3.7,
JPN,CPI,TOT,AGRWTH,A,1980,7.758333,
JPN,CPI,TOT,AGRWTH,A,1981,4.941667,
JPN,CPI,TOT,AGRWTH,A,1982,2.75,
JPN,CPI,TOT,AGRWTH,A,1983,1.9,
JPN,CPI,TOT,AGRWTH,A,1984,2.266667,
JPN,CPI,TOT,AGRWTH,A,1985,2.083333,
JPN,CPI,TOT,AGRWTH,A,1986,0.6166667,
JPN,CPI,TOT,AGRWTH,A,1987,0.1083333,
JPN,CPI,TOT,AGRWTH,A,1988,0.675,
JPN,CPI,TOT,AGRWTH,A,1989,2.291667,
JPN,CPI,TOT,AGRWTH,A,1990,3.1,
JPN,CPI,TOT,AGRWTH,A,1991,3.283333,
JPN,CPI,TOT,AGRWTH,A,1992,1.741667,
JPN,CPI,TOT,AGRWTH,A,1993,1.258333,
JPN,CPI,TOT,AGRWTH,A,1994,0.6833333,
JPN,CPI,TOT,AGRWTH,A,1995,-0.08333334,
JPN,CPI,TOT,AGRWTH,A,1996,0.1333333,
JPN,CPI,TOT,AGRWTH,A,1997,1.708333,
JPN,CPI,TOT,AGRWTH,A,1998,0.6583334,
JPN,CPI,TOT,AGRWTH,A,1999,-0.3416667,
JPN,CPI,TOT,AGRWTH,A,2000,-0.6583334,
JPN,CPI,TOT,AGRWTH,A,2001,-0.7333333,
JPN,CPI,TOT,AGRWTH,A,2002,-0.9083334,
JPN,CPI,TOT,AGRWTH,A,2003,-0.25,
JPN,CPI,TOT,AGRWTH,A,2004,-0.008333334,
JPN,CPI,TOT,AGRWTH,A,2005,-0.2833333,
JPN,CPI,TOT,AGRWTH,A,2006,0.2416667,
JPN,CPI,TOT,AGRWTH,A,2007,0.05833333,
JPN,CPI,TOT,AGRWTH,A,2008,1.383333,
JPN,CPI,TOT,AGRWTH,A,2009,-1.341667,
JPN,CPI,TOT,AGRWTH,A,2010,-0.7,
JPN,CPI,TOT,AGRWTH,A,2011,-0.275,
JPN,CPI,TOT,AGRWTH,A,2012,-0.04166667,
JPN,CPI,TOT,AGRWTH,A,2013,0.35,
JPN,CPI,TOT,AGRWTH,A,2014,2.733333,
JPN,CPI,TOT,AGRWTH,A,2015,0.8,
JPN,CPI,TOT,AGRWTH,A,2016,-0.1333333,
JPN,CPI,TOT,AGRWTH,A,2017,0.475,
